State,Year,Type,Count,Clean
Alaska,2017,Plug-In Hybrid Electric (PHEV),300,1
Alaska,2017,Hybrid Electric (HEV),5200,1
Alaska,2017,Biodiesel,0,1
Alaska,2017,Ethanol/Flex (E85),59400,1
Alaska,2017,Compressed Natural Gas (CNG),4400,1
Alaska,2017,Propane,0,1
Alaska,2017,Hydrogen,0,1
Alaska,2017,Methanol,0,1
Alaska,2017,Gasoline,506800,0
Alaska,2017,Diesel,43200,0
Alaska,2017,Unknown Fuel,16400,0
Arizona,2017,Electric (EV),7200,1
Arizona,2017,Plug-In Hybrid Electric (PHEV),5800,1
Arizona,2017,Hybrid Electric (HEV),96000,1
Arizona,2017,Biodiesel,0,1
Arizona,2017,Ethanol/Flex (E85),484600,1
Arizona,2017,Compressed Natural Gas (CNG),16600,1
Arizona,2017,Propane,0,1
Arizona,2017,Hydrogen,0,1
Arizona,2017,Methanol,100,1
Arizona,2017,Gasoline,4940200,0
Arizona,2017,Diesel,187500,0
Arizona,2017,Unknown Fuel,108300,0
Arkansas,2017,Electric (EV),300,1
Arkansas,2017,Plug-In Hybrid Electric (PHEV),600,1
Arkansas,2017,Hybrid Electric (HEV),20000,1
Arkansas,2017,Biodiesel,0,1
Arkansas,2017,Ethanol/Flex (E85),352700,1
Arkansas,2017,Compressed Natural Gas (CNG),10800,1
Arkansas,2017,Propane,0,1
Arkansas,2017,Hydrogen,0,1
Arkansas,2017,Methanol,0,1
Arkansas,2017,Gasoline,2097400,0
Arkansas,2017,Diesel,100100,0
Arkansas,2017,Unknown Fuel,19800,0
California,2017,Electric (EV),189700,1
California,2017,Plug-In Hybrid Electric (PHEV),159600,1
California,2017,Hybrid Electric (HEV),1039300,1
California,2017,Biodiesel,0,1
California,2017,Ethanol/Flex (E85),1495800,1
California,2017,Compressed Natural Gas (CNG),79300,1
California,2017,Propane,0,1
California,2017,Hydrogen,3200,1
California,2017,Methanol,400,1
California,2017,Gasoline,28171500,0
California,2017,Diesel,738600,0
California,2017,Unknown Fuel,122200,0
Colorado,2017,Electric (EV),8000,1
Colorado,2017,Plug-In Hybrid Electric (PHEV),5200,1
Colorado,2017,Hybrid Electric (HEV),79800,1
Colorado,2017,Biodiesel,0,1
Colorado,2017,Ethanol/Flex (E85),395500,1
Colorado,2017,Compressed Natural Gas (CNG),14800,1
Colorado,2017,Propane,0,1
Colorado,2017,Hydrogen,0,1
Colorado,2017,Methanol,0,1
Colorado,2017,Gasoline,4256700,0
Colorado,2017,Diesel,232400,0
Colorado,2017,Unknown Fuel,83100,0
Connecticut,2017,Electric (EV),3000,1
Connecticut,2017,Plug-In Hybrid Electric (PHEV),3900,1
Connecticut,2017,Hybrid Electric (HEV),45200,1
Connecticut,2017,Biodiesel,0,1
Connecticut,2017,Ethanol/Flex (E85),179800,1
Connecticut,2017,Compressed Natural Gas (CNG),2900,1
Connecticut,2017,Propane,0,1
Connecticut,2017,Hydrogen,0,1
Connecticut,2017,Methanol,0,1
Connecticut,2017,Gasoline,2715700,0
Connecticut,2017,Diesel,57200,0
Connecticut,2017,Unknown Fuel,29600,0
Delaware,2017,Electric (EV),400,1
Delaware,2017,Plug-In Hybrid Electric (PHEV),900,1
Delaware,2017,Hybrid Electric (HEV),11900,1
Delaware,2017,Biodiesel,0,1
Delaware,2017,Ethanol/Flex (E85),74900,1
Delaware,2017,Compressed Natural Gas (CNG),1300,1
Delaware,2017,Propane,0,1
Delaware,2017,Hydrogen,0,1
Delaware,2017,Methanol,0,1
Delaware,2017,Gasoline,754200,0
Delaware,2017,Diesel,16900,0
Delaware,2017,Unknown Fuel,7000,0
District of Columbia,2017,Electric (EV),800,1
District of Columbia,2017,Plug-In Hybrid Electric (PHEV),700,1
District of Columbia,2017,Hybrid Electric (HEV),13600,1
District of Columbia,2017,Biodiesel,0,1
District of Columbia,2017,Ethanol/Flex (E85),23000,1
District of Columbia,2017,Compressed Natural Gas (CNG),300,1
District of Columbia,2017,Propane,0,1
District of Columbia,2017,Hydrogen,0,1
District of Columbia,2017,Methanol,0,1
District of Columbia,2017,Gasoline,287400,0
District of Columbia,2017,Diesel,3000,0
District of Columbia,2017,Unknown Fuel,1200,0
Florida,2017,Electric (EV),15900,1
Florida,2017,Plug-In Hybrid Electric (PHEV),13400,1
Florida,2017,Hybrid Electric (HEV),219700,1
Florida,2017,Biodiesel,0,1
Florida,2017,Ethanol/Flex (E85),1318500,1
Florida,2017,Compressed Natural Gas (CNG),16800,1
Florida,2017,Propane,0,1
Florida,2017,Hydrogen,0,1
Florida,2017,Methanol,0,1
Florida,2017,Gasoline,14267800,0
Florida,2017,Diesel,369900,0
Florida,2017,Unknown Fuel,131600,0
Georgia,2017,Electric (EV),14400,1
Georgia,2017,Plug-In Hybrid Electric (PHEV),5200,1
Georgia,2017,Hybrid Electric (HEV),92200,1
Georgia,2017,Biodiesel,0,1
Georgia,2017,Ethanol/Flex (E85),793600,1
Georgia,2017,Compressed Natural Gas (CNG),25100,1
Georgia,2017,Propane,0,1
Georgia,2017,Hydrogen,0,1
Georgia,2017,Methanol,0,1
Georgia,2017,Gasoline,7435300,0
Georgia,2017,Diesel,218100,0
Georgia,2017,Unknown Fuel,108000,0
Hawaii,2017,Electric (EV),5400,1
Hawaii,2017,Plug-In Hybrid Electric (PHEV),1700,1
Hawaii,2017,Hybrid Electric (HEV),23700,1
Hawaii,2017,Biodiesel,0,1
Hawaii,2017,Ethanol/Flex (E85),48400,1
Hawaii,2017,Compressed Natural Gas (CNG),1300,1
Hawaii,2017,Propane,0,1
Hawaii,2017,Hydrogen,0,1
Hawaii,2017,Methanol,0,1
Hawaii,2017,Gasoline,961200,0
Hawaii,2017,Diesel,18100,0
Hawaii,2017,Unknown Fuel,7000,0
Idaho,2017,Electric (EV),700,1
Idaho,2017,Plug-In Hybrid Electric (PHEV),800,1
Idaho,2017,Hybrid Electric (HEV),17700,1
Idaho,2017,Biodiesel,0,1
Idaho,2017,Ethanol/Flex (E85),123600,1
Idaho,2017,Compressed Natural Gas (CNG),12000,1
Idaho,2017,Propane,0,1
Idaho,2017,Hydrogen,0,1
Idaho,2017,Methanol,0,1
Idaho,2017,Gasoline,1387400,0
Idaho,2017,Diesel,130600,0
Idaho,2017,Unknown Fuel,34500,0
Illinois,2017,Electric (EV),8300,1
Illinois,2017,Plug-In Hybrid Electric (PHEV),7700,1
Illinois,2017,Hybrid Electric (HEV),155800,1
Illinois,2017,Biodiesel,0,1
Illinois,2017,Ethanol/Flex (E85),1056300,1
Illinois,2017,Compressed Natural Gas (CNG),16400,1
Illinois,2017,Propane,0,1
Illinois,2017,Hydrogen,0,1
Illinois,2017,Methanol,0,1
Illinois,2017,Gasoline,8689700,0
Illinois,2017,Diesel,200300,0
Illinois,2017,Unknown Fuel,89700,0
Indiana,2017,Electric (EV),1900,1
Indiana,2017,Plug-In Hybrid Electric (PHEV),3200,1
Indiana,2017,Hybrid Electric (HEV),59700,1
Indiana,2017,Biodiesel,0,1
Indiana,2017,Ethanol/Flex (E85),645000,1
Indiana,2017,Compressed Natural Gas (CNG),17900,1
Indiana,2017,Propane,0,1
Indiana,2017,Hydrogen,0,1
Indiana,2017,Methanol,0,1
Indiana,2017,Gasoline,4880700,0
Indiana,2017,Diesel,161600,0
Indiana,2017,Unknown Fuel,76900,0
Iowa,2017,Electric (EV),600,1
Iowa,2017,Plug-In Hybrid Electric (PHEV),1500,1
Iowa,2017,Hybrid Electric (HEV),29000,1
Iowa,2017,Biodiesel,0,1
Iowa,2017,Ethanol/Flex (E85),405200,1
Iowa,2017,Compressed Natural Gas (CNG),12300,1
Iowa,2017,Propane,0,1
Iowa,2017,Hydrogen,0,1
Iowa,2017,Methanol,0,1
Iowa,2017,Gasoline,2413800,0
Iowa,2017,Diesel,112500,0
Iowa,2017,Unknown Fuel,75400,0
Kansas,2017,Electric (EV),1000,1
Kansas,2017,Plug-In Hybrid Electric (PHEV),1300,1
Kansas,2017,Hybrid Electric (HEV),28200,1
Kansas,2017,Biodiesel,0,1
Kansas,2017,Ethanol/Flex (E85),277900,1
Kansas,2017,Compressed Natural Gas (CNG),13200,1
Kansas,2017,Propane,0,1
Kansas,2017,Hydrogen,0,1
Kansas,2017,Methanol,0,1
Kansas,2017,Gasoline,2099900,0
Kansas,2017,Diesel,92600,0
Kansas,2017,Unknown Fuel,35900,0
Kentucky,2017,Electric (EV),700,1
Kentucky,2017,Plug-In Hybrid Electric (PHEV),1200,1
Kentucky,2017,Hybrid Electric (HEV),33900,1
Kentucky,2017,Biodiesel,0,1
Kentucky,2017,Ethanol/Flex (E85),381500,1
Kentucky,2017,Compressed Natural Gas (CNG),14500,1
Kentucky,2017,Propane,0,1
Kentucky,2017,Hydrogen,0,1
Kentucky,2017,Methanol,0,1
Kentucky,2017,Gasoline,3319800,0
Kentucky,2017,Diesel,120300,0
Kentucky,2017,Unknown Fuel,44300,0
Louisiana,2017,Electric (EV),600,1
Louisiana,2017,Plug-In Hybrid Electric (PHEV),700,1
Louisiana,2017,Hybrid Electric (HEV),18700,1
Louisiana,2017,Biodiesel,0,1
Louisiana,2017,Ethanol/Flex (E85),512300,1
Louisiana,2017,Compressed Natural Gas (CNG),10500,1
Louisiana,2017,Propane,0,1
Louisiana,2017,Hydrogen,0,1
Louisiana,2017,Methanol,0,1
Louisiana,2017,Gasoline,3055100,0
Louisiana,2017,Diesel,155900,0
Louisiana,2017,Unknown Fuel,33900,0
Maine,2017,Electric (EV),500,1
Maine,2017,Plug-In Hybrid Electric (PHEV),1300,1
Maine,2017,Hybrid Electric (HEV),18900,1
Maine,2017,Biodiesel,0,1
Maine,2017,Ethanol/Flex (E85),120700,1
Maine,2017,Compressed Natural Gas (CNG),1600,1
Maine,2017,Propane,0,1
Maine,2017,Hydrogen,0,1
Maine,2017,Methanol,0,1
Maine,2017,Gasoline,1013200,0
Maine,2017,Diesel,31200,0
Maine,2017,Unknown Fuel,12300,0
Maryland,2017,Electric (EV),4400,1
Maryland,2017,Plug-In Hybrid Electric (PHEV),6500,1
Maryland,2017,Hybrid Electric (HEV),91200,1
Maryland,2017,Biodiesel,0,1
Maryland,2017,Ethanol/Flex (E85),369400,1
Maryland,2017,Compressed Natural Gas (CNG),5500,1
Maryland,2017,Propane,0,1
Maryland,2017,Hydrogen,0,1
Maryland,2017,Methanol,0,1
Maryland,2017,Gasoline,4056000,0
Maryland,2017,Diesel,105500,0
Maryland,2017,Unknown Fuel,42100,0
Massachusetts,2017,Electric (EV),5600,1
Massachusetts,2017,Plug-In Hybrid Electric (PHEV),7900,1
Massachusetts,2017,Hybrid Electric (HEV),103600,1
Massachusetts,2017,Biodiesel,0,1
Massachusetts,2017,Ethanol/Flex (E85),356300,1
Massachusetts,2017,Compressed Natural Gas (CNG),3000,1
Massachusetts,2017,Propane,0,1
Massachusetts,2017,Hydrogen,0,1
Massachusetts,2017,Methanol,0,1
Massachusetts,2017,Gasoline,4667100,0
Massachusetts,2017,Diesel,76900,0
Massachusetts,2017,Unknown Fuel,37800,0
Michigan,2017,Electric (EV),2500,1
Michigan,2017,Plug-In Hybrid Electric (PHEV),12000,1
Michigan,2017,Hybrid Electric (HEV),72000,1
Michigan,2017,Biodiesel,0,1
Michigan,2017,Ethanol/Flex (E85),1300200,1
Michigan,2017,Compressed Natural Gas (CNG),17400,1
Michigan,2017,Propane,0,1
Michigan,2017,Hydrogen,0,1
Michigan,2017,Methanol,0,1
Michigan,2017,Gasoline,6879500,0
Michigan,2017,Diesel,342300,0
Michigan,2017,Unknown Fuel,75100,0
Minnesota,2017,Electric (EV),2300,1
Minnesota,2017,Plug-In Hybrid Electric (PHEV),3100,1
Minnesota,2017,Hybrid Electric (HEV),63300,1
Minnesota,2017,Biodiesel,0,1
Minnesota,2017,Ethanol/Flex (E85),595100,1
Minnesota,2017,Compressed Natural Gas (CNG),12100,1
Minnesota,2017,Propane,0,1
Minnesota,2017,Hydrogen,0,1
Minnesota,2017,Methanol,0,1
Minnesota,2017,Gasoline,3960100,0
Minnesota,2017,Diesel,137200,0
Minnesota,2017,Unknown Fuel,47100,0
Mississippi,2017,Electric (EV),200,1
Mississippi,2017,Plug-In Hybrid Electric (PHEV),300,1
Mississippi,2017,Hybrid Electric (HEV),12800,1
Mississippi,2017,Biodiesel,0,1
Mississippi,2017,Ethanol/Flex (E85),319400,1
Mississippi,2017,Compressed Natural Gas (CNG),7700,1
Mississippi,2017,Propane,0,1
Mississippi,2017,Hydrogen,0,1
Mississippi,2017,Methanol,0,1
Mississippi,2017,Gasoline,2136700,0
Mississippi,2017,Diesel,83400,0
Mississippi,2017,Unknown Fuel,15100,0
Missouri,2017,Electric (EV),2100,1
Missouri,2017,Plug-In Hybrid Electric (PHEV),3300,1
Missouri,2017,Hybrid Electric (HEV),88800,1
Missouri,2017,Biodiesel,0,1
Missouri,2017,Ethanol/Flex (E85),709800,1
Missouri,2017,Compressed Natural Gas (CNG),19800,1
Missouri,2017,Propane,0,1
Missouri,2017,Hydrogen,0,1
Missouri,2017,Methanol,0,1
Missouri,2017,Gasoline,4645900,0
Missouri,2017,Diesel,206100,0
Missouri,2017,Unknown Fuel,64900,0
Montana,2017,Electric (EV),300,1
Montana,2017,Plug-In Hybrid Electric (PHEV),300,1
Montana,2017,Hybrid Electric (HEV),10000,1
Montana,2017,Biodiesel,0,1
Montana,2017,Ethanol/Flex (E85),118100,1
Montana,2017,Compressed Natural Gas (CNG),4900,1
Montana,2017,Propane,0,1
Montana,2017,Hydrogen,0,1
Montana,2017,Methanol,0,1
Montana,2017,Gasoline,737900,0
Montana,2017,Diesel,89000,0
Montana,2017,Unknown Fuel,19700,0
Nebraska,2017,Electric (EV),500,1
Nebraska,2017,Plug-In Hybrid Electric (PHEV),800,1
Nebraska,2017,Hybrid Electric (HEV),15800,1
Nebraska,2017,Biodiesel,0,1
Nebraska,2017,Ethanol/Flex (E85),230800,1
Nebraska,2017,Compressed Natural Gas (CNG),9100,1
Nebraska,2017,Propane,0,1
Nebraska,2017,Hydrogen,0,1
Nebraska,2017,Methanol,0,1
Nebraska,2017,Gasoline,1475100,0
Nebraska,2017,Diesel,82400,0
Nebraska,2017,Unknown Fuel,35700,0
Nevada,2017,Electric (EV),3100,1
Nevada,2017,Plug-In Hybrid Electric (PHEV),2000,1
Nevada,2017,Hybrid Electric (HEV),34400,1
Nevada,2017,Biodiesel,0,1
Nevada,2017,Ethanol/Flex (E85),157000,1
Nevada,2017,Compressed Natural Gas (CNG),6600,1
Nevada,2017,Propane,0,1
Nevada,2017,Hydrogen,0,1
Nevada,2017,Methanol,0,1
Nevada,2017,Gasoline,1965700,0
Nevada,2017,Diesel,86900,0
Nevada,2017,Unknown Fuel,33800,0
New Hampshire,2017,Electric (EV),600,1
New Hampshire,2017,Plug-In Hybrid Electric (PHEV),1500,1
New Hampshire,2017,Hybrid Electric (HEV),20300,1
New Hampshire,2017,Biodiesel,0,1
New Hampshire,2017,Ethanol/Flex (E85),113100,1
New Hampshire,2017,Compressed Natural Gas (CNG),1600,1
New Hampshire,2017,Propane,0,1
New Hampshire,2017,Hydrogen,0,1
New Hampshire,2017,Methanol,0,1
New Hampshire,2017,Gasoline,1138200,0
New Hampshire,2017,Diesel,33600,0
New Hampshire,2017,Unknown Fuel,16100,0
New Jersey,2017,Electric (EV),6900,1
New Jersey,2017,Plug-In Hybrid Electric (PHEV),8100,1
New Jersey,2017,Hybrid Electric (HEV),84900,1
New Jersey,2017,Biodiesel,0,1
New Jersey,2017,Ethanol/Flex (E85),508700,1
New Jersey,2017,Compressed Natural Gas (CNG),4100,1
New Jersey,2017,Propane,0,1
New Jersey,2017,Hydrogen,0,1
New Jersey,2017,Methanol,0,1
New Jersey,2017,Gasoline,6137800,0
New Jersey,2017,Diesel,110500,0
New Jersey,2017,Unknown Fuel,50300,0
New Mexico,2017,Electric (EV),700,1
New Mexico,2017,Plug-In Hybrid Electric (PHEV),1000,1
New Mexico,2017,Hybrid Electric (HEV),23600,1
New Mexico,2017,Biodiesel,0,1
New Mexico,2017,Ethanol/Flex (E85),173100,1
New Mexico,2017,Compressed Natural Gas (CNG),7600,1
New Mexico,2017,Propane,0,1
New Mexico,2017,Hydrogen,0,1
New Mexico,2017,Methanol,0,1
New Mexico,2017,Gasoline,1474900,0
New Mexico,2017,Diesel,97600,0
New Mexico,2017,Unknown Fuel,35600,0
New York,2017,Electric (EV),9400,1
New York,2017,Plug-In Hybrid Electric (PHEV),17100,1
New York,2017,Hybrid Electric (HEV),171000,1
New York,2017,Biodiesel,0,1
New York,2017,Ethanol/Flex (E85),960800,1
New York,2017,Compressed Natural Gas (CNG),8700,1
New York,2017,Propane,0,1
New York,2017,Hydrogen,0,1
New York,2017,Methanol,0,1
New York,2017,Gasoline,9995700,0
New York,2017,Diesel,186700,0
New York,2017,Unknown Fuel,108400,0
North Carolina,2017,Electric (EV),4400,1
North Carolina,2017,Plug-In Hybrid Electric (PHEV),4800,1
North Carolina,2017,Hybrid Electric (HEV),114300,1
North Carolina,2017,Biodiesel,0,1
North Carolina,2017,Ethanol/Flex (E85),727600,1
North Carolina,2017,Compressed Natural Gas (CNG),24100,1
North Carolina,2017,Propane,0,1
North Carolina,2017,Hydrogen,0,1
North Carolina,2017,Methanol,0,1
North Carolina,2017,Gasoline,7161700,0
North Carolina,2017,Diesel,225500,0
North Carolina,2017,Unknown Fuel,103900,0
North Dakota,2017,Electric (EV),100,1
North Dakota,2017,Plug-In Hybrid Electric (PHEV),200,1
North Dakota,2017,Hybrid Electric (HEV),3700,1
North Dakota,2017,Biodiesel,0,1
North Dakota,2017,Ethanol/Flex (E85),128400,1
North Dakota,2017,Compressed Natural Gas (CNG),4700,1
North Dakota,2017,Propane,0,1
North Dakota,2017,Hydrogen,0,1
North Dakota,2017,Methanol,0,1
North Dakota,2017,Gasoline,566800,0
North Dakota,2017,Diesel,53500,0
North Dakota,2017,Unknown Fuel,17700,0
Ohio,2017,Electric (EV),3700,1
Ohio,2017,Plug-In Hybrid Electric (PHEV),5600,1
Ohio,2017,Hybrid Electric (HEV),98600,1
Ohio,2017,Biodiesel,0,1
Ohio,2017,Ethanol/Flex (E85),1010100,1
Ohio,2017,Compressed Natural Gas (CNG),19500,1
Ohio,2017,Propane,0,1
Ohio,2017,Hydrogen,0,1
Ohio,2017,Methanol,0,1
Ohio,2017,Gasoline,8722000,0
Ohio,2017,Diesel,215300,0
Ohio,2017,Unknown Fuel,101200,0
Oklahoma,2017,Electric (EV),1200,1
Oklahoma,2017,Plug-In Hybrid Electric (PHEV),900,1
Oklahoma,2017,Hybrid Electric (HEV),25900,1
Oklahoma,2017,Biodiesel,0,1
Oklahoma,2017,Ethanol/Flex (E85),624400,1
Oklahoma,2017,Compressed Natural Gas (CNG),18800,1
Oklahoma,2017,Propane,0,1
Oklahoma,2017,Hydrogen,0,1
Oklahoma,2017,Methanol,0,1
Oklahoma,2017,Gasoline,3238300,0
Oklahoma,2017,Diesel,175100,0
Oklahoma,2017,Unknown Fuel,67200,0
Oregon,2017,Electric (EV),10000,1
Oregon,2017,Plug-In Hybrid Electric (PHEV),6000,1
Oregon,2017,Hybrid Electric (HEV),90900,1
Oregon,2017,Biodiesel,0,1
Oregon,2017,Ethanol/Flex (E85),192900,1
Oregon,2017,Compressed Natural Gas (CNG),14500,1
Oregon,2017,Propane,0,1
Oregon,2017,Hydrogen,0,1
Oregon,2017,Methanol,0,1
Oregon,2017,Gasoline,3130800,0
Oregon,2017,Diesel,229000,0
Oregon,2017,Unknown Fuel,91400,0
Pennsylvania,2017,Electric (EV),4400,1
Pennsylvania,2017,Plug-In Hybrid Electric (PHEV),7500,1
Pennsylvania,2017,Hybrid Electric (HEV),110100,1
Pennsylvania,2017,Biodiesel,0,1
Pennsylvania,2017,Ethanol/Flex (E85),846200,1
Pennsylvania,2017,Compressed Natural Gas (CNG),13400,1
Pennsylvania,2017,Propane,0,1
Pennsylvania,2017,Hydrogen,0,1
Pennsylvania,2017,Methanol,0,1
Pennsylvania,2017,Gasoline,8728400,0
Pennsylvania,2017,Diesel,224600,0
Pennsylvania,2017,Unknown Fuel,82400,0
Rhode Island,2017,Electric (EV),400,1
Rhode Island,2017,Plug-In Hybrid Electric (PHEV),800,1
Rhode Island,2017,Hybrid Electric (HEV),11800,1
Rhode Island,2017,Biodiesel,0,1
Rhode Island,2017,Ethanol/Flex (E85),49600,1
Rhode Island,2017,Compressed Natural Gas (CNG),600,1
Rhode Island,2017,Propane,0,1
Rhode Island,2017,Hydrogen,0,1
Rhode Island,2017,Methanol,0,1
Rhode Island,2017,Gasoline,776800,0
Rhode Island,2017,Diesel,13300,0
Rhode Island,2017,Unknown Fuel,7900,0
South Carolina,2017,Electric (EV),1200,1
South Carolina,2017,Plug-In Hybrid Electric (PHEV),1600,1
South Carolina,2017,Hybrid Electric (HEV),41900,1
South Carolina,2017,Biodiesel,0,1
South Carolina,2017,Ethanol/Flex (E85),426200,1
South Carolina,2017,Compressed Natural Gas (CNG),15000,1
South Carolina,2017,Propane,0,1
South Carolina,2017,Hydrogen,0,1
South Carolina,2017,Methanol,0,1
South Carolina,2017,Gasoline,3869600,0
South Carolina,2017,Diesel,107800,0
South Carolina,2017,Unknown Fuel,64600,0
South Dakota,2017,Electric (EV),100,1
South Dakota,2017,Plug-In Hybrid Electric (PHEV),200,1
South Dakota,2017,Hybrid Electric (HEV),5900,1
South Dakota,2017,Biodiesel,0,1
South Dakota,2017,Ethanol/Flex (E85),125700,1
South Dakota,2017,Compressed Natural Gas (CNG),5300,1
South Dakota,2017,Propane,0,1
South Dakota,2017,Hydrogen,0,1
South Dakota,2017,Methanol,0,1
South Dakota,2017,Gasoline,681900,0
South Dakota,2017,Diesel,59700,0
South Dakota,2017,Unknown Fuel,22600,0
Tennessee,2017,Electric (EV),2900,1
Tennessee,2017,Plug-In Hybrid Electric (PHEV),2100,1
Tennessee,2017,Hybrid Electric (HEV),53400,1
Tennessee,2017,Biodiesel,0,1
Tennessee,2017,Ethanol/Flex (E85),500300,1
Tennessee,2017,Compressed Natural Gas (CNG),19900,1
Tennessee,2017,Propane,0,1
Tennessee,2017,Hydrogen,0,1
Tennessee,2017,Methanol,0,1
Tennessee,2017,Gasoline,4834800,0
Tennessee,2017,Diesel,144000,0
Tennessee,2017,Unknown Fuel,55200,0
Texas,2017,Electric (EV),16100,1
Texas,2017,Plug-In Hybrid Electric (PHEV),10900,1
Texas,2017,Hybrid Electric (HEV),217100,1
Texas,2017,Biodiesel,0,1
Texas,2017,Ethanol/Flex (E85),2813400,1
Texas,2017,Compressed Natural Gas (CNG),56900,1
Texas,2017,Propane,0,1
Texas,2017,Hydrogen,0,1
Texas,2017,Methanol,0,1
Texas,2017,Gasoline,18252800,0
Texas,2017,Diesel,982900,0
Texas,2017,Unknown Fuel,194300,0
Utah,2017,Electric (EV),3600,1
Utah,2017,Plug-In Hybrid Electric (PHEV),2500,1
Utah,2017,Hybrid Electric (HEV),36700,1
Utah,2017,Biodiesel,0,1
Utah,2017,Ethanol/Flex (E85),192600,1
Utah,2017,Compressed Natural Gas (CNG),10100,1
Utah,2017,Propane,0,1
Utah,2017,Hydrogen,0,1
Utah,2017,Methanol,0,1
Utah,2017,Gasoline,2136000,0
Utah,2017,Diesel,161000,0
Utah,2017,Unknown Fuel,36200,0
Vermont,2017,Electric (EV),700,1
Vermont,2017,Plug-In Hybrid Electric (PHEV),1600,1
Vermont,2017,Hybrid Electric (HEV),12200,1
Vermont,2017,Biodiesel,0,1
Vermont,2017,Ethanol/Flex (E85),54600,1
Vermont,2017,Compressed Natural Gas (CNG),700,1
Vermont,2017,Propane,0,1
Vermont,2017,Hydrogen,0,1
Vermont,2017,Methanol,0,1
Vermont,2017,Gasoline,518700,0
Vermont,2017,Diesel,19600,0
Vermont,2017,Unknown Fuel,8000,0
Virginia,2017,Electric (EV),5100,1
Virginia,2017,Plug-In Hybrid Electric (PHEV),6100,1
Virginia,2017,Hybrid Electric (HEV),136800,1
Virginia,2017,Biodiesel,0,1
Virginia,2017,Ethanol/Flex (E85),534100,1
Virginia,2017,Compressed Natural Gas (CNG),16500,1
Virginia,2017,Propane,0,1
Virginia,2017,Hydrogen,0,1
Virginia,2017,Methanol,0,1
Virginia,2017,Gasoline,6707400,0
Virginia,2017,Diesel,173300,0
Virginia,2017,Unknown Fuel,60100,0
Washington,2017,Electric (EV),21000,1
Washington,2017,Plug-In Hybrid Electric (PHEV),9800,1
Washington,2017,Hybrid Electric (HEV),165100,1
Washington,2017,Biodiesel,0,1
Washington,2017,Ethanol/Flex (E85),362100,1
Washington,2017,Compressed Natural Gas (CNG),23000,1
Washington,2017,Propane,0,1
Washington,2017,Hydrogen,0,1
Washington,2017,Methanol,0,1
Washington,2017,Gasoline,5557300,0
Washington,2017,Diesel,287500,0
Washington,2017,Unknown Fuel,119700,0
West Virginia,2017,Electric (EV),100,1
West Virginia,2017,Plug-In Hybrid Electric (PHEV),400,1
West Virginia,2017,Hybrid Electric (HEV),9700,1
West Virginia,2017,Biodiesel,0,1
West Virginia,2017,Ethanol/Flex (E85),164700,1
West Virginia,2017,Compressed Natural Gas (CNG),4000,1
West Virginia,2017,Propane,0,1
West Virginia,2017,Hydrogen,0,1
West Virginia,2017,Methanol,0,1
West Virginia,2017,Gasoline,1278100,0
West Virginia,2017,Diesel,53800,0
West Virginia,2017,Unknown Fuel,18400,0
Wisconsin,2017,Electric (EV),2800,1
Wisconsin,2017,Plug-In Hybrid Electric (PHEV),3500,1
Wisconsin,2017,Hybrid Electric (HEV),67100,1
Wisconsin,2017,Biodiesel,0,1
Wisconsin,2017,Ethanol/Flex (E85),648900,1
Wisconsin,2017,Compressed Natural Gas (CNG),13000,1
Wisconsin,2017,Propane,0,1
Wisconsin,2017,Hydrogen,0,1
Wisconsin,2017,Methanol,0,1
Wisconsin,2017,Gasoline,4530600,0
Wisconsin,2017,Diesel,159100,0
Wisconsin,2017,Unknown Fuel,49500,0
Wyoming,2017,Electric (EV),100,1
Wyoming,2017,Plug-In Hybrid Electric (PHEV),100,1
Wyoming,2017,Hybrid Electric (HEV),4000,1
Wyoming,2017,Biodiesel,0,1
Wyoming,2017,Ethanol/Flex (E85),68700,1
Wyoming,2017,Compressed Natural Gas (CNG),4500,1
Wyoming,2017,Propane,0,1
Wyoming,2017,Hydrogen,0,1
Wyoming,2017,Methanol,0,1
Wyoming,2017,Gasoline,448600,0
Wyoming,2017,Diesel,71200,0
Wyoming,2017,Unknown Fuel,21700,0
Alabama,2018,Electric (EV),1300,1
Alabama,2018,Plug-In Hybrid Electric (PHEV),1500,1
Alabama,2018,Hybrid Electric (HEV),31800,1
Alabama,2018,Biodiesel,0,1
Alabama,2018,Ethanol/Flex (E85),509500,1
Alabama,2018,Compressed Natural Gas (CNG),17000,1
Alabama,2018,Propane,0,1
Alabama,2018,Hydrogen,0,1
Alabama,2018,Methanol,0,1
Alabama,2018,Gasoline,3733700,0
Alabama,2018,Diesel,135900,0
Alabama,2018,Unknown Fuel,46000,0
Alaska,2018,Electric (EV),500,1
Alaska,2018,Plug-In Hybrid Electric (PHEV),300,1
Alaska,2018,Hybrid Electric (HEV),5400,1
Alaska,2018,Biodiesel,0,1
Alaska,2018,Ethanol/Flex (E85),62000,1
Alaska,2018,Compressed Natural Gas (CNG),3700,1
Alaska,2018,Propane,0,1
Alaska,2018,Hydrogen,0,1
Alaska,2018,Methanol,0,1
Alaska,2018,Gasoline,484900,0
Alaska,2018,Diesel,41000,0
Alaska,2018,Unknown Fuel,16100,0
Arizona,2018,Electric (EV),12600,1
Arizona,2018,Plug-In Hybrid Electric (PHEV),7700,1
Arizona,2018,Hybrid Electric (HEV),102000,1
Arizona,2018,Biodiesel,0,1
