State,Year,Type,Count,Clean
Arkansas,2019,Hydrogen,0,1
Arkansas,2019,Methanol,0,1
Arkansas,2019,Gasoline,2059000,0
Arkansas,2019,Diesel,105200,0
Arkansas,2019,Unknown Fuel,16700,0
California,2019,Electric (EV),349700,1
California,2019,Plug-In Hybrid Electric (PHEV),247300,1
California,2019,Hybrid Electric (HEV),1154200,1
California,2019,Biodiesel,0,1
California,2019,Ethanol/Flex (E85),1698700,1
California,2019,Compressed Natural Gas (CNG),76200,1
California,2019,Propane,0,1
California,2019,Hydrogen,12700,1
California,2019,Methanol,300,1
California,2019,Gasoline,29210100,0
California,2019,Diesel,785800,0
California,2019,Unknown Fuel,136900,0
Colorado,2019,Electric (EV),19200,1
Colorado,2019,Plug-In Hybrid Electric (PHEV),9300,1
Colorado,2019,Hybrid Electric (HEV),92400,1
Colorado,2019,Biodiesel,0,1
Colorado,2019,Ethanol/Flex (E85),447700,1
Colorado,2019,Compressed Natural Gas (CNG),12600,1
Colorado,2019,Propane,0,1
Colorado,2019,Hydrogen,0,1
Colorado,2019,Methanol,0,1
Colorado,2019,Gasoline,4347900,0
Colorado,2019,Diesel,246700,0
Colorado,2019,Unknown Fuel,73600,0
Connecticut,2019,Electric (EV),6900,1
Connecticut,2019,Plug-In Hybrid Electric (PHEV),5700,1
Connecticut,2019,Hybrid Electric (HEV),47400,1
Connecticut,2019,Biodiesel,0,1
Connecticut,2019,Ethanol/Flex (E85),196800,1
Connecticut,2019,Compressed Natural Gas (CNG),2300,1
Connecticut,2019,Propane,0,1
Connecticut,2019,Hydrogen,0,1
Connecticut,2019,Methanol,0,1
Connecticut,2019,Gasoline,2632800,0
Connecticut,2019,Diesel,53100,0
Connecticut,2019,Unknown Fuel,27700,0
Delaware,2019,Electric (EV),1300,1
Delaware,2019,Plug-In Hybrid Electric (PHEV),1300,1
Delaware,2019,Hybrid Electric (HEV),13200,1
Delaware,2019,Biodiesel,0,1
Delaware,2019,Ethanol/Flex (E85),85500,1
Delaware,2019,Compressed Natural Gas (CNG),1000,1
Delaware,2019,Propane,0,1
Delaware,2019,Hydrogen,0,1
Delaware,2019,Methanol,0,1
Delaware,2019,Gasoline,768600,0
Delaware,2019,Diesel,17200,0
Delaware,2019,Unknown Fuel,6800,0
District of Columbia,2019,Electric (EV),1800,1
District of Columbia,2019,Plug-In Hybrid Electric (PHEV),1300,1
District of Columbia,2019,Hybrid Electric (HEV),13700,1
District of Columbia,2019,Biodiesel,0,1
District of Columbia,2019,Ethanol/Flex (E85),22500,1
District of Columbia,2019,Compressed Natural Gas (CNG),200,1
District of Columbia,2019,Propane,0,1
District of Columbia,2019,Hydrogen,0,1
District of Columbia,2019,Methanol,0,1
District of Columbia,2019,Gasoline,286300,0
District of Columbia,2019,Diesel,2400,0
District of Columbia,2019,Unknown Fuel,1100,0
Florida,2019,Electric (EV),40300,1
Florida,2019,Plug-In Hybrid Electric (PHEV),20400,1
Florida,2019,Hybrid Electric (HEV),235300,1
Florida,2019,Biodiesel,0,1
Florida,2019,Ethanol/Flex (E85),1486600,1
Florida,2019,Compressed Natural Gas (CNG),14200,1
Florida,2019,Propane,0,1
Florida,2019,Hydrogen,0,1
Florida,2019,Methanol,0,1
Florida,2019,Gasoline,14726700,0
Florida,2019,Diesel,408500,0
Florida,2019,Unknown Fuel,139200,0
Georgia,2019,Electric (EV),19000,1
Georgia,2019,Plug-In Hybrid Electric (PHEV),8400,1
Georgia,2019,Hybrid Electric (HEV),101800,1
Georgia,2019,Biodiesel,0,1
Georgia,2019,Ethanol/Flex (E85),890400,1
Georgia,2019,Compressed Natural Gas (CNG),22000,1
Georgia,2019,Propane,0,1
Georgia,2019,Hydrogen,0,1
Georgia,2019,Methanol,0,1
Georgia,2019,Gasoline,7552700,0
Georgia,2019,Diesel,237500,0
Georgia,2019,Unknown Fuel,101800,0
Hawaii,2019,Electric (EV),8800,1
Hawaii,2019,Plug-In Hybrid Electric (PHEV),2900,1
Hawaii,2019,Hybrid Electric (HEV),25800,1
Hawaii,2019,Biodiesel,0,1
Hawaii,2019,Ethanol/Flex (E85),55600,1
Hawaii,2019,Compressed Natural Gas (CNG),1000,1
Hawaii,2019,Propane,0,1
Hawaii,2019,Hydrogen,0,1
Hawaii,2019,Methanol,0,1
Hawaii,2019,Gasoline,970900,0
Hawaii,2019,Diesel,17900,0
Hawaii,2019,Unknown Fuel,6800,0
Idaho,2019,Electric (EV),1600,1
Idaho,2019,Plug-In Hybrid Electric (PHEV),1500,1
Idaho,2019,Hybrid Electric (HEV),21900,1
Idaho,2019,Biodiesel,0,1
Idaho,2019,Ethanol/Flex (E85),148600,1
Idaho,2019,Compressed Natural Gas (CNG),10500,1
Idaho,2019,Propane,0,1
Idaho,2019,Hydrogen,0,1
Idaho,2019,Methanol,0,1
Idaho,2019,Gasoline,1453500,0
Idaho,2019,Diesel,147200,0
Idaho,2019,Unknown Fuel,25500,0
Illinois,2019,Electric (EV),19300,1
Illinois,2019,Plug-In Hybrid Electric (PHEV),11600,1
Illinois,2019,Hybrid Electric (HEV),177300,1
Illinois,2019,Biodiesel,0,1
Illinois,2019,Ethanol/Flex (E85),1153600,1
Illinois,2019,Compressed Natural Gas (CNG),13400,1
Illinois,2019,Propane,0,1
Illinois,2019,Hydrogen,0,1
Illinois,2019,Methanol,0,1
Illinois,2019,Gasoline,8665900,0
Illinois,2019,Diesel,209000,0
Illinois,2019,Unknown Fuel,98000,0
Indiana,2019,Electric (EV),5100,1
Indiana,2019,Plug-In Hybrid Electric (PHEV),4700,1
Indiana,2019,Hybrid Electric (HEV),68900,1
Indiana,2019,Biodiesel,0,1
Indiana,2019,Ethanol/Flex (E85),745100,1
Indiana,2019,Compressed Natural Gas (CNG),14500,1
Indiana,2019,Propane,0,1
Indiana,2019,Hydrogen,0,1
Indiana,2019,Methanol,0,1
Indiana,2019,Gasoline,4887900,0
Indiana,2019,Diesel,175900,0
Indiana,2019,Unknown Fuel,70700,0
Iowa,2019,Electric (EV),1600,1
Iowa,2019,Plug-In Hybrid Electric (PHEV),2400,1
Iowa,2019,Hybrid Electric (HEV),33100,1
Iowa,2019,Biodiesel,0,1
Iowa,2019,Ethanol/Flex (E85),448900,1
Iowa,2019,Compressed Natural Gas (CNG),10200,1
Iowa,2019,Propane,0,1
Iowa,2019,Hydrogen,0,1
Iowa,2019,Methanol,0,1
Iowa,2019,Gasoline,2397900,0
Iowa,2019,Diesel,120300,0
Iowa,2019,Unknown Fuel,71000,0
Kansas,2019,Electric (EV),2300,1
Kansas,2019,Plug-In Hybrid Electric (PHEV),2100,1
Kansas,2019,Hybrid Electric (HEV),31700,1
Kansas,2019,Biodiesel,0,1
Kansas,2019,Ethanol/Flex (E85),313500,1
Kansas,2019,Compressed Natural Gas (CNG),11300,1
Kansas,2019,Propane,0,1
Kansas,2019,Hydrogen,0,1
Kansas,2019,Methanol,0,1
Kansas,2019,Gasoline,2094100,0
Kansas,2019,Diesel,98800,0
Kansas,2019,Unknown Fuel,29500,0
Kentucky,2019,Electric (EV),1900,1
Kentucky,2019,Plug-In Hybrid Electric (PHEV),1800,1
Kentucky,2019,Hybrid Electric (HEV),38000,1
Kentucky,2019,Biodiesel,0,1
Kentucky,2019,Ethanol/Flex (E85),442000,1
Kentucky,2019,Compressed Natural Gas (CNG),12000,1
Kentucky,2019,Propane,0,1
Kentucky,2019,Hydrogen,0,1
Kentucky,2019,Methanol,0,1
Kentucky,2019,Gasoline,3309900,0
Kentucky,2019,Diesel,129100,0
Kentucky,2019,Unknown Fuel,38900,0
Louisiana,2019,Electric (EV),1400,1
Louisiana,2019,Plug-In Hybrid Electric (PHEV),1000,1
Louisiana,2019,Hybrid Electric (HEV),19800,1
Louisiana,2019,Biodiesel,0,1
Louisiana,2019,Ethanol/Flex (E85),554400,1
Louisiana,2019,Compressed Natural Gas (CNG),8500,1
Louisiana,2019,Propane,0,1
Louisiana,2019,Hydrogen,0,1
Louisiana,2019,Methanol,0,1
Louisiana,2019,Gasoline,3030400,0
Louisiana,2019,Diesel,162300,0
Louisiana,2019,Unknown Fuel,30800,0
Maine,2019,Electric (EV),1300,1
Maine,2019,Plug-In Hybrid Electric (PHEV),2200,1
Maine,2019,Hybrid Electric (HEV),20600,1
Maine,2019,Biodiesel,0,1
Maine,2019,Ethanol/Flex (E85),141300,1
Maine,2019,Compressed Natural Gas (CNG),1300,1
Maine,2019,Propane,0,1
Maine,2019,Hydrogen,0,1
Maine,2019,Methanol,0,1
Maine,2019,Gasoline,1002000,0
Maine,2019,Diesel,32500,0
Maine,2019,Unknown Fuel,11200,0
Maryland,2019,Electric (EV),13200,1
Maryland,2019,Plug-In Hybrid Electric (PHEV),10000,1
Maryland,2019,Hybrid Electric (HEV),100700,1
Maryland,2019,Biodiesel,0,1
Maryland,2019,Ethanol/Flex (E85),400600,1
Maryland,2019,Compressed Natural Gas (CNG),4400,1
Maryland,2019,Propane,0,1
Maryland,2019,Hydrogen,0,1
Maryland,2019,Methanol,0,1
Maryland,2019,Gasoline,4068900,0
Maryland,2019,Diesel,107000,0
Maryland,2019,Unknown Fuel,39400,0
Massachusetts,2019,Electric (EV),14100,1
Massachusetts,2019,Plug-In Hybrid Electric (PHEV),12900,1
Massachusetts,2019,Hybrid Electric (HEV),112400,1
Massachusetts,2019,Biodiesel,0,1
Massachusetts,2019,Ethanol/Flex (E85),400100,1
Massachusetts,2019,Compressed Natural Gas (CNG),2300,1
Massachusetts,2019,Propane,0,1
Massachusetts,2019,Hydrogen,0,1
Massachusetts,2019,Methanol,0,1
Massachusetts,2019,Gasoline,4613000,0
Massachusetts,2019,Diesel,72600,0
Massachusetts,2019,Unknown Fuel,36800,0
Michigan,2019,Electric (EV),6600,1
Michigan,2019,Plug-In Hybrid Electric (PHEV),12400,1
Michigan,2019,Hybrid Electric (HEV),86500,1
Michigan,2019,Biodiesel,0,1
Michigan,2019,Ethanol/Flex (E85),1353800,1
Michigan,2019,Compressed Natural Gas (CNG),13100,1
Michigan,2019,Propane,0,1
Michigan,2019,Hydrogen,0,1
Michigan,2019,Methanol,0,1
Michigan,2019,Gasoline,6786400,0
Michigan,2019,Diesel,224900,0
Michigan,2019,Unknown Fuel,67800,0
Minnesota,2019,Electric (EV),7700,1
Minnesota,2019,Plug-In Hybrid Electric (PHEV),5800,1
Minnesota,2019,Hybrid Electric (HEV),77400,1
Minnesota,2019,Biodiesel,0,1
Minnesota,2019,Ethanol/Flex (E85),704600,1
Minnesota,2019,Compressed Natural Gas (CNG),10100,1
Minnesota,2019,Propane,0,1
Minnesota,2019,Hydrogen,0,1
Minnesota,2019,Methanol,0,1
Minnesota,2019,Gasoline,4174400,0
Minnesota,2019,Diesel,155100,0
Minnesota,2019,Unknown Fuel,43800,0
Mississippi,2019,Electric (EV),500,1
Mississippi,2019,Plug-In Hybrid Electric (PHEV),600,1
Mississippi,2019,Hybrid Electric (HEV),14400,1
Mississippi,2019,Biodiesel,0,1
Mississippi,2019,Ethanol/Flex (E85),366500,1
Mississippi,2019,Compressed Natural Gas (CNG),5600,1
Mississippi,2019,Propane,0,1
Mississippi,2019,Hydrogen,0,1
Mississippi,2019,Methanol,0,1
Mississippi,2019,Gasoline,2166800,0
Mississippi,2019,Diesel,95100,0
Mississippi,2019,Unknown Fuel,14800,0
Missouri,2019,Electric (EV),4900,1
Missouri,2019,Plug-In Hybrid Electric (PHEV),5000,1
Missouri,2019,Hybrid Electric (HEV),86200,1
Missouri,2019,Biodiesel,0,1
Missouri,2019,Ethanol/Flex (E85),764500,1
Missouri,2019,Compressed Natural Gas (CNG),15900,1
Missouri,2019,Propane,0,1
Missouri,2019,Hydrogen,0,1
Missouri,2019,Methanol,0,1
Missouri,2019,Gasoline,4591200,0
Missouri,2019,Diesel,219600,0
Missouri,2019,Unknown Fuel,55900,0
Montana,2019,Electric (EV),700,1
Montana,2019,Plug-In Hybrid Electric (PHEV),500,1
Montana,2019,Hybrid Electric (HEV),10500,1
Montana,2019,Biodiesel,0,1
Montana,2019,Ethanol/Flex (E85),129000,1
Montana,2019,Compressed Natural Gas (CNG),3900,1
Montana,2019,Propane,0,1
Montana,2019,Hydrogen,0,1
Montana,2019,Methanol,0,1
Montana,2019,Gasoline,717800,0
Montana,2019,Diesel,90900,0
Montana,2019,Unknown Fuel,16800,0
Nebraska,2019,Electric (EV),1300,1
Nebraska,2019,Plug-In Hybrid Electric (PHEV),1100,1
Nebraska,2019,Hybrid Electric (HEV),18200,1
Nebraska,2019,Biodiesel,0,1
Nebraska,2019,Ethanol/Flex (E85),256900,1
Nebraska,2019,Compressed Natural Gas (CNG),7700,1
Nebraska,2019,Propane,0,1
Nebraska,2019,Hydrogen,0,1
Nebraska,2019,Methanol,0,1
Nebraska,2019,Gasoline,1476500,0
Nebraska,2019,Diesel,87000,0
Nebraska,2019,Unknown Fuel,32400,0
Nevada,2019,Electric (EV),7900,1
Nevada,2019,Plug-In Hybrid Electric (PHEV),3600,1
Nevada,2019,Hybrid Electric (HEV),40100,1
Nevada,2019,Biodiesel,0,1
Nevada,2019,Ethanol/Flex (E85),181300,1
Nevada,2019,Compressed Natural Gas (CNG),5700,1
Nevada,2019,Propane,0,1
Nevada,2019,Hydrogen,0,1
Nevada,2019,Methanol,0,1
Nevada,2019,Gasoline,2037600,0
Nevada,2019,Diesel,95500,0
Nevada,2019,Unknown Fuel,32000,0
New Hampshire,2019,Electric (EV),1900,1
New Hampshire,2019,Plug-In Hybrid Electric (PHEV),2200,1
New Hampshire,2019,Hybrid Electric (HEV),21900,1
New Hampshire,2019,Biodiesel,0,1
New Hampshire,2019,Ethanol/Flex (E85),133100,1
New Hampshire,2019,Compressed Natural Gas (CNG),1300,1
New Hampshire,2019,Propane,0,1
New Hampshire,2019,Hydrogen,0,1
New Hampshire,2019,Methanol,0,1
New Hampshire,2019,Gasoline,1156800,0
New Hampshire,2019,Diesel,35000,0
New Hampshire,2019,Unknown Fuel,15700,0
New Jersey,2019,Electric (EV),20200,1
New Jersey,2019,Plug-In Hybrid Electric (PHEV),11700,1
New Jersey,2019,Hybrid Electric (HEV),99900,1
New Jersey,2019,Biodiesel,0,1
New Jersey,2019,Ethanol/Flex (E85),561100,1
New Jersey,2019,Compressed Natural Gas (CNG),3300,1
New Jersey,2019,Propane,0,1
New Jersey,2019,Hydrogen,0,1
New Jersey,2019,Methanol,0,1
New Jersey,2019,Gasoline,6384100,0
New Jersey,2019,Diesel,110900,0
New Jersey,2019,Unknown Fuel,51400,0
New Mexico,2019,Electric (EV),1900,1
New Mexico,2019,Plug-In Hybrid Electric (PHEV),1600,1
New Mexico,2019,Hybrid Electric (HEV),26800,1
New Mexico,2019,Biodiesel,0,1
New Mexico,2019,Ethanol/Flex (E85),194100,1
New Mexico,2019,Compressed Natural Gas (CNG),6400,1
New Mexico,2019,Propane,0,1
New Mexico,2019,Hydrogen,0,1
New Mexico,2019,Methanol,0,1
New Mexico,2019,Gasoline,1490400,0
New Mexico,2019,Diesel,104300,0
New Mexico,2019,Unknown Fuel,31600,0
New York,2019,Electric (EV),23000,1
New York,2019,Plug-In Hybrid Electric (PHEV),28000,1
New York,2019,Hybrid Electric (HEV),182800,1
New York,2019,Biodiesel,0,1
New York,2019,Ethanol/Flex (E85),1027800,1
New York,2019,Compressed Natural Gas (CNG),7000,1
New York,2019,Propane,0,1
New York,2019,Hydrogen,0,1
New York,2019,Methanol,0,1
New York,2019,Gasoline,9935300,0
New York,2019,Diesel,186100,0
New York,2019,Unknown Fuel,107200,0
North Carolina,2019,Electric (EV),11600,1
North Carolina,2019,Plug-In Hybrid Electric (PHEV),8100,1
North Carolina,2019,Hybrid Electric (HEV),126600,1
North Carolina,2019,Biodiesel,0,1
North Carolina,2019,Ethanol/Flex (E85),846400,1
North Carolina,2019,Compressed Natural Gas (CNG),20600,1
North Carolina,2019,Propane,0,1
North Carolina,2019,Hydrogen,0,1
North Carolina,2019,Methanol,0,1
North Carolina,2019,Gasoline,7311100,0
North Carolina,2019,Diesel,242600,0
North Carolina,2019,Unknown Fuel,96300,0
North Dakota,2019,Electric (EV),200,1
North Dakota,2019,Plug-In Hybrid Electric (PHEV),200,1
North Dakota,2019,Hybrid Electric (HEV),4000,1
North Dakota,2019,Biodiesel,0,1
North Dakota,2019,Ethanol/Flex (E85),135800,1
North Dakota,2019,Compressed Natural Gas (CNG),4000,1
North Dakota,2019,Propane,0,1
North Dakota,2019,Hydrogen,0,1
North Dakota,2019,Methanol,0,1
North Dakota,2019,Gasoline,563900,0
North Dakota,2019,Diesel,56700,0
North Dakota,2019,Unknown Fuel,14000,0
Ohio,2019,Electric (EV),10200,1
Ohio,2019,Plug-In Hybrid Electric (PHEV),8600,1
Ohio,2019,Hybrid Electric (HEV),114500,1
Ohio,2019,Biodiesel,0,1
Ohio,2019,Ethanol/Flex (E85),1127400,1
Ohio,2019,Compressed Natural Gas (CNG),15800,1
Ohio,2019,Propane,0,1
Ohio,2019,Hydrogen,0,1
Ohio,2019,Methanol,0,1
Ohio,2019,Gasoline,8735800,0
Ohio,2019,Diesel,231500,0
Ohio,2019,Unknown Fuel,92200,0
Oklahoma,2019,Electric (EV),3400,1
Oklahoma,2019,Plug-In Hybrid Electric (PHEV),1600,1
Oklahoma,2019,Hybrid Electric (HEV),28500,1
Oklahoma,2019,Biodiesel,0,1
Oklahoma,2019,Ethanol/Flex (E85),621500,1
Oklahoma,2019,Compressed Natural Gas (CNG),15700,1
Oklahoma,2019,Propane,0,1
Oklahoma,2019,Hydrogen,0,1
Oklahoma,2019,Methanol,0,1
Oklahoma,2019,Gasoline,3228200,0
Oklahoma,2019,Diesel,186900,0
Oklahoma,2019,Unknown Fuel,62000,0
Oregon,2019,Electric (EV),18800,1
Oregon,2019,Plug-In Hybrid Electric (PHEV),10400,1
Oregon,2019,Hybrid Electric (HEV),102000,1
Oregon,2019,Biodiesel,0,1
Oregon,2019,Ethanol/Flex (E85),222400,1
Oregon,2019,Compressed Natural Gas (CNG),12100,1
Oregon,2019,Propane,0,1
Oregon,2019,Hydrogen,0,1
Oregon,2019,Methanol,0,1
Oregon,2019,Gasoline,3125800,0
Oregon,2019,Diesel,243500,0
Oregon,2019,Unknown Fuel,80100,0
Pennsylvania,2019,Electric (EV),12000,1
Pennsylvania,2019,Plug-In Hybrid Electric (PHEV),11200,1
Pennsylvania,2019,Hybrid Electric (HEV),126300,1
Pennsylvania,2019,Biodiesel,0,1
Pennsylvania,2019,Ethanol/Flex (E85),931800,1
Pennsylvania,2019,Compressed Natural Gas (CNG),10500,1
Pennsylvania,2019,Propane,0,1
Pennsylvania,2019,Hydrogen,0,1
Pennsylvania,2019,Methanol,0,1
Pennsylvania,2019,Gasoline,8676900,0
Pennsylvania,2019,Diesel,234000,0
Pennsylvania,2019,Unknown Fuel,72900,0
Rhode Island,2019,Electric (EV),1100,1
Rhode Island,2019,Plug-In Hybrid Electric (PHEV),1300,1
Rhode Island,2019,Hybrid Electric (HEV),13100,1
Rhode Island,2019,Biodiesel,0,1
Rhode Island,2019,Ethanol/Flex (E85),57700,1
Rhode Island,2019,Compressed Natural Gas (CNG),500,1
Rhode Island,2019,Propane,0,1
Rhode Island,2019,Hydrogen,0,1
Rhode Island,2019,Methanol,0,1
Rhode Island,2019,Gasoline,792000,0
Rhode Island,2019,Diesel,13100,0
Rhode Island,2019,Unknown Fuel,7800,0
South Carolina,2019,Electric (EV),3000,1
South Carolina,2019,Plug-In Hybrid Electric (PHEV),2600,1
South Carolina,2019,Hybrid Electric (HEV),46500,1
South Carolina,2019,Biodiesel,0,1
South Carolina,2019,Ethanol/Flex (E85),493800,1
South Carolina,2019,Compressed Natural Gas (CNG),13000,1
South Carolina,2019,Propane,0,1
South Carolina,2019,Hydrogen,0,1
South Carolina,2019,Methanol,0,1
South Carolina,2019,Gasoline,3954600,0
South Carolina,2019,Diesel,119000,0
South Carolina,2019,Unknown Fuel,59600,0
South Dakota,2019,Electric (EV),300,1
South Dakota,2019,Plug-In Hybrid Electric (PHEV),400,1
South Dakota,2019,Hybrid Electric (HEV),6600,1
South Dakota,2019,Biodiesel,0,1
South Dakota,2019,Ethanol/Flex (E85),137000,1
South Dakota,2019,Compressed Natural Gas (CNG),4500,1
South Dakota,2019,Propane,0,1
South Dakota,2019,Hydrogen,0,1
South Dakota,2019,Methanol,0,1
South Dakota,2019,Gasoline,683200,0
South Dakota,2019,Diesel,63200,0
South Dakota,2019,Unknown Fuel,20000,0
Tennessee,2019,Electric (EV),5700,1
Tennessee,2019,Plug-In Hybrid Electric (PHEV),3600,1
Tennessee,2019,Hybrid Electric (HEV),64300,1
Tennessee,2019,Biodiesel,0,1
Tennessee,2019,Ethanol/Flex (E85),611900,1
Tennessee,2019,Compressed Natural Gas (CNG),17400,1
Tennessee,2019,Propane,0,1
Tennessee,2019,Hydrogen,0,1
Tennessee,2019,Methanol,0,1
Tennessee,2019,Gasoline,5160900,0
Tennessee,2019,Diesel,172700,0
Tennessee,2019,Unknown Fuel,53000,0
Texas,2019,Electric (EV),38400,1
Texas,2019,Plug-In Hybrid Electric (PHEV),18100,1
Texas,2019,Hybrid Electric (HEV),244600,1
Texas,2019,Biodiesel,0,1
Texas,2019,Ethanol/Flex (E85),3200700,1
Texas,2019,Compressed Natural Gas (CNG),47300,1
Texas,2019,Propane,0,1
Texas,2019,Hydrogen,100,1
Texas,2019,Methanol,0,1
Texas,2019,Gasoline,19293900,0
Texas,2019,Diesel,1070200,0
Texas,2019,Unknown Fuel,178000,0
Utah,2019,Electric (EV),8000,1
Utah,2019,Plug-In Hybrid Electric (PHEV),4400,1
Utah,2019,Hybrid Electric (HEV),45300,1
Utah,2019,Biodiesel,0,1
Utah,2019,Ethanol/Flex (E85),230100,1
Utah,2019,Compressed Natural Gas (CNG),9200,1
Utah,2019,Propane,0,1
Utah,2019,Hydrogen,0,1
Utah,2019,Methanol,0,1
Utah,2019,Gasoline,2291100,0
Utah,2019,Diesel,183300,0
Utah,2019,Unknown Fuel,36300,0
Vermont,2019,Electric (EV),1700,1
Vermont,2019,Plug-In Hybrid Electric (PHEV),2000,1
Vermont,2019,Hybrid Electric (HEV),13300,1
Vermont,2019,Biodiesel,0,1
Vermont,2019,Ethanol/Flex (E85),59100,1
Vermont,2019,Compressed Natural Gas (CNG),600,1
Vermont,2019,Propane,0,1
Vermont,2019,Hydrogen,0,1
Vermont,2019,Methanol,0,1
Vermont,2019,Gasoline,509000,0
Vermont,2019,Diesel,19400,0
Vermont,2019,Unknown Fuel,7400,0
Virginia,2019,Electric (EV),15000,1
Virginia,2019,Plug-In Hybrid Electric (PHEV),9800,1
Virginia,2019,Hybrid Electric (HEV),151000,1
Virginia,2019,Biodiesel,0,1
Virginia,2019,Ethanol/Flex (E85),603200,1
Virginia,2019,Compressed Natural Gas (CNG),13600,1
Virginia,2019,Propane,0,1
Virginia,2019,Hydrogen,0,1
Virginia,2019,Methanol,0,1
Virginia,2019,Gasoline,6750300,0
Virginia,2019,Diesel,178400,0
Virginia,2019,Unknown Fuel,52200,0
Washington,2019,Electric (EV),40400,1
Washington,2019,Plug-In Hybrid Electric (PHEV),16100,1
Washington,2019,Hybrid Electric (HEV),193400,1
Washington,2019,Biodiesel,0,1
Washington,2019,Ethanol/Flex (E85),408800,1
Washington,2019,Compressed Natural Gas (CNG),19600,1
Washington,2019,Propane,0,1
Washington,2019,Hydrogen,0,1
Washington,2019,Methanol,0,1
Washington,2019,Gasoline,5612100,0
Washington,2019,Diesel,308700,0
Washington,2019,Unknown Fuel,100300,0
West Virginia,2019,Electric (EV),400,1
West Virginia,2019,Plug-In Hybrid Electric (PHEV),600,1
West Virginia,2019,Hybrid Electric (HEV),10900,1
West Virginia,2019,Biodiesel,0,1
West Virginia,2019,Ethanol/Flex (E85),177300,1
West Virginia,2019,Compressed Natural Gas (CNG),3100,1
West Virginia,2019,Propane,0,1
West Virginia,2019,Hydrogen,0,1
West Virginia,2019,Methanol,0,1
West Virginia,2019,Gasoline,1234300,0
West Virginia,2019,Diesel,56300,0
West Virginia,2019,Unknown Fuel,15400,0
Wisconsin,2019,Electric (EV),4700,1
Wisconsin,2019,Plug-In Hybrid Electric (PHEV),5300,1
Wisconsin,2019,Hybrid Electric (HEV),76200,1
Wisconsin,2019,Biodiesel,0,1
Wisconsin,2019,Ethanol/Flex (E85),733700,1
Wisconsin,2019,Compressed Natural Gas (CNG),10100,1
Wisconsin,2019,Propane,0,1
Wisconsin,2019,Hydrogen,0,1
Wisconsin,2019,Methanol,0,1
Wisconsin,2019,Gasoline,4519800,0
Wisconsin,2019,Diesel,168800,0
Wisconsin,2019,Unknown Fuel,45300,0
Wyoming,2019,Electric (EV),200,1
Wyoming,2019,Plug-In Hybrid Electric (PHEV),200,1
Wyoming,2019,Hybrid Electric (HEV),4200,1
Wyoming,2019,Biodiesel,0,1
Wyoming,2019,Ethanol/Flex (E85),75100,1
Wyoming,2019,Compressed Natural Gas (CNG),3800,1
Wyoming,2019,Propane,0,1
Wyoming,2019,Hydrogen,0,1
Wyoming,2019,Methanol,0,1
Wyoming,2019,Gasoline,452800,0
Wyoming,2019,Diesel,75400,0
Wyoming,2019,Unknown Fuel,19100,0
Alabama,2020,Electric (EV),2900,1
Alabama,2020,Plug-In Hybrid Electric (PHEV),2100,1
Alabama,2020,Hybrid Electric (HEV),36300,1
Alabama,2020,Biodiesel,0,1
Alabama,2020,Ethanol/Flex (E85),567600,1
Alabama,2020,Compressed Natural Gas (CNG),15100,1
Alabama,2020,Propane,0,1
Alabama,2020,Hydrogen,0,1
Alabama,2020,Methanol,0,1
Alabama,2020,Gasoline,3863500,0
Alabama,2020,Diesel,154100,0
Alabama,2020,Unknown Fuel,41600,0
Alaska,2020,Electric (EV),900,1
Alaska,2020,Plug-In Hybrid Electric (PHEV),400,1
Alaska,2020,Hybrid Electric (HEV),6200,1
Alaska,2020,Biodiesel,0,1
Alaska,2020,Ethanol/Flex (E85),64000,1
Alaska,2020,Compressed Natural Gas (CNG),2700,1
Alaska,2020,Propane,0,1
Alaska,2020,Hydrogen,0,1
Alaska,2020,Methanol,0,1
Alaska,2020,Gasoline,460900,0
Alaska,2020,Diesel,39600,0
Alaska,2020,Unknown Fuel,11400,0
Arizona,2020,Electric (EV),28800,1
Arizona,2020,Plug-In Hybrid Electric (PHEV),11200,1
Arizona,2020,Hybrid Electric (HEV),115400,1
Arizona,2020,Biodiesel,0,1
Arizona,2020,Ethanol/Flex (E85),584800,1
Arizona,2020,Compressed Natural Gas (CNG),13800,1
Arizona,2020,Propane,0,1
Arizona,2020,Hydrogen,0,1
Arizona,2020,Methanol,0,1
Arizona,2020,Gasoline,5202200,0
Arizona,2020,Diesel,226000,0
Arizona,2020,Unknown Fuel,103400,0
Arkansas,2020,Electric (EV),1300,1
Arkansas,2020,Plug-In Hybrid Electric (PHEV),1100,1
Arkansas,2020,Hybrid Electric (HEV),22400,1
Arkansas,2020,Biodiesel,0,1
Arkansas,2020,Ethanol/Flex (E85),392800,1
Arkansas,2020,Compressed Natural Gas (CNG),7200,1
Arkansas,2020,Propane,0,1
Arkansas,2020,Hydrogen,0,1
Arkansas,2020,Methanol,0,1
Arkansas,2020,Gasoline,2093700,0
Arkansas,2020,Diesel,111100,0
Arkansas,2020,Unknown Fuel,15700,0
California,2020,Electric (EV),425300,1
California,2020,Plug-In Hybrid Electric (PHEV),265500,1
California,2020,Hybrid Electric (HEV),1228700,1
California,2020,Biodiesel,0,1
California,2020,Ethanol/Flex (E85),1745100,1
California,2020,Compressed Natural Gas (CNG),75300,1
California,2020,Propane,0,1
California,2020,Hydrogen,14000,1
California,2020,Methanol,300,1
California,2020,Gasoline,29642700,0
California,2020,Diesel,825900,0
California,2020,Unknown Fuel,116700,0
